2023-04-28 08:51:05.653 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 09:42:41.414 [http-nio-8091-exec-1] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 09:46:17.508 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 09:46:17.509 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 09:46:17.510 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 09:46:17.511 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 09:46:17.512 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 09:46:17.514 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 09:46:17.952 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 09:46:18.716 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 09:46:29.324 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:05:12.399 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:05:12.400 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:05:12.402 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:05:12.404 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:05:12.407 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:05:12.409 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 10:05:13.013 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 10:05:14.281 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 10:05:25.404 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:11:34.611 [http-nio-8091-exec-9] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:21:09.281 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:21:09.283 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:21:09.284 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:21:09.285 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:21:09.286 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:21:09.287 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 10:21:09.707 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 10:21:10.652 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 10:21:12.125 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:21:38.584 [http-nio-8091-exec-4] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:26:54.949 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:26:54.952 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:26:54.953 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:26:54.955 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:26:54.957 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:26:54.959 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 10:26:55.741 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 10:26:56.865 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 10:27:04.469 [http-nio-8091-exec-2] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:27:40.005 [http-nio-8091-exec-9] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:32:44.779 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:32:44.781 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:32:44.783 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:32:44.785 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:32:44.787 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:32:44.789 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 10:32:45.474 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 10:32:47.039 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 10:33:06.981 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:33:06.983 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:33:06.985 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:33:06.988 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:33:06.991 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:33:06.994 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 10:33:07.637 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 10:33:08.801 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 10:33:10.770 [http-nio-8091-exec-6] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:34:46.261 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:34:46.262 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:34:46.264 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:34:46.265 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:34:46.267 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:34:46.270 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 10:34:46.798 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 10:34:47.732 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 10:35:01.611 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:35:27.461 [http-nio-8091-exec-9] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:40:35.469 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:40:35.471 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:40:35.473 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:40:35.474 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:40:35.476 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:40:35.477 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 10:40:36.101 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 10:40:37.164 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 10:40:45.307 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:41:09.325 [http-nio-8091-exec-9] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:44:31.252 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:44:31.255 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:44:31.255 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:44:31.258 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:44:31.260 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:44:31.264 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-28 10:44:31.902 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-28 10:44:32.897 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-28 10:44:45.271 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:45:05.507 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-28 10:45:52.150 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-28 10:45:52.151 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-28 10:45:52.153 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-28 10:45:52.155 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-28 10:45:52.157 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-28 10:45:52.159 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
